duree,montant,age,taux_endettement_num,revenus_estimes,debt_to_income_ratio,credit_utilization_ratio,savings_rate,expense_to_income_ratio,repayment_capacity,payment_history_score,credit_mix_diversity,recent_inquiries_count,account_age_average,bankruptcy_risk_score,late_payment_frequency,credit_limit_usage,employment_stability_score,education_employment_match,regional_risk_factor,age_income_interaction,debt_income_interaction,score_utilization_interaction,amount_duration_interaction,employment_stability_payment,account_age_months,time_since_last_payment,credit_history_length,application_month,seasonal_risk_indicator,holiday_proximity,income_trend,spending_trend,credit_usage_trend,historique_compte critique /autres credits existants (pas dans cette banque),historique_credits deja rembourses jusqu'a maintenant,historique_retard dans le paiement dans le passe,historique_tous les credits de cette banque ont ete rembourses,objet_business,objet_education,objet_mobilier / equipement,objet_radio / television,objet_rare_category,objet_reparations,objet_vacances,objet_voiture (nouveau),objet_voiture (utilise),epargne_comprise entre 500 et 1000,epargne_compte d'epargne inconnu / non,epargne_inferieur a 100,epargne_superieur a 1000,anciennete_emploi_compris entre 4 et 7 ans,anciennete_emploi_inferieur a 1 an,anciennete_emploi_sans emploi,anciennete_emploi_superieur a 7 ans,taux_endettement_compris entre 25% et 35%,taux_endettement_inferieur a 20%,taux_endettement_superieur a 35%,statut_femme:divorcee/separee/mariee,statut_homme: marie/veuf,statut_homme:divorce/separe,autres_debiteurs_co-demandeur,autres_debiteurs_garant,domicile_compris entre 4 et 7 ans,domicile_inferieur a 1 an,domicile_superieur a 7 ans,biens_immobilier,biens_inconnu / pas de propriete,biens_voiture ou autre,credit_exterieur_banque,credit_exterieur_etablissements de credit,logement_logement gratuit,logement_proprietaire,emploi_employe qualifie / fonctionnaire,emploi_non qualifie,emploi_sans emploi,nombre_personnes_2 personne,telephone_sans telephone,compte_inferieur a 0,compte_pas de compte courant,compte_superieur ou egale a 200,nombre_credit_2 credits,nombre_credit_3 credits,nombre_credit_rare_category,travailleur_etranger_oui,age_income_segment_mature,age_income_segment_senior,age_income_segment_young,age_income_segment_young_adult,age_income_combined_encoded,education_employment_encoded,marital_housing_celibataire_logement gratuit,marital_housing_celibataire_proprietaire,marital_housing_femme:divorcee/separee/mariee_locataire,marital_housing_femme:divorcee/separee/mariee_logement gratuit,marital_housing_femme:divorcee/separee/mariee_proprietaire,marital_housing_homme: marie/veuf_locataire,marital_housing_homme: marie/veuf_proprietaire,marital_housing_homme:divorce/separe_proprietaire,marital_housing_rare_category,purpose_amount_encoded,age_category_income_middle_income_low,age_category_income_middle_income_med,age_category_income_rare_category,age_category_income_senior_income_low,age_category_income_senior_income_med,age_category_income_young_income_high,age_category_income_young_income_low,age_category_income_young_income_med,cible
-0.5,-0.393543428132206,-0.5333333333333333,0.0,-0.28517523364485986,0.0,0.0,0.0,-1.9825411154020654e-16,-0.23739243054788295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3782262458718224,-0.19308744386993806,0.0,-0.3041525958362712,0.0,0.0,-0.6083852401383534,0.26493085362059404,0.7142857142857143,-0.6666666666666667,0.0,-0.3772330458271131,0.9394760779828895,-1.2279706381056188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1810137981424855,-1.1960272103500855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6771291356132217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,credit avec impaye
2.0,0.7644119907763259,-0.6,0.0,0.5595911214953271,0.0,0.0,0.0,0.0,0.5393541536232952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20311938011465516,0.7300138949415343,0.0,1.74178943852748,0.0,0.0,2.5731639585498502,0.09470642914822845,0.2857142857142857,0.33333333333333326,1.0,-0.379017684775138,0.10075654834975127,-0.5825237357616345,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1156566624512316,-1.3227992082783977,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8874925823013031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,credit avec impaye
-0.5,-0.2890084550345888,-0.7333333333333333,-0.8571428571428571,0.23043224299065426,-0.857142857142857,-0.857142857142857,0.0,-0.8571428571428574,0.40982887096576204,0.0,0.0,0.0,0.0,-0.857142857142857,0.0,-0.857142857142857,0.0,0.0,0.0,-0.07883942892371917,-0.016254437468598858,-0.857142857142857,-0.26377704382677103,0.0,0.0,1.0045431318183824,0.14371200826618097,-0.14285714285714285,0.0,0.0,0.16723731609669448,1.5071139026505849,-0.5874267062168502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0652841047429276,-0.9109934047650101,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39472912509430935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,credit bien rembourse
0.5,-0.4304381245196003,0.0,0.5714285714285714,-0.39613317757009353,0.5714285714285716,0.5714285714285716,0.0,0.5714285714285714,-0.372534035527075,0.0,0.0,0.0,0.0,0.5714285714285718,0.0,0.5714285714285716,0.0,0.0,0.0,-0.40032641701052146,-0.22583123836340382,0.5714285714285716,-0.14042379485657028,0.0,0.0,-0.4093411584428682,-1.0438809760629566,-0.2857142857142857,-0.3333333333333335,0.0,-1.4963563952385814,-0.5634420667198827,-0.7178864845032936,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03747008820314116,0.21292061844364962,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6771291356132217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,credit avec impaye
-0.25,-0.3520368946963874,-0.3333333333333333,-0.42857142857142855,-0.12377336448598135,-0.42857142857142844,-0.42857142857142844,0.0,-0.4285714285714286,-0.03731631863882444,0.0,0.0,0.0,0.0,-0.4285714285714281,0.0,-0.42857142857142844,0.0,0.0,0.0,-0.21447609984540383,-0.14127689833333554,-0.42857142857142844,-0.2360559617026014,0.0,0.0,-0.44406258932997583,-0.8937819166580824,0.2857142857142857,0.33333333333333326,1.0,-1.3509627692604689,1.2529823736697807,0.6339033873936244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.11127650261149517,-0.7870793815563504,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7182189338658019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,credit bien rembourse
0.5,-0.3985395849346656,-0.06666666666666667,0.5714285714285714,-0.37867990654205613,0.5714285714285716,0.5714285714285716,0.0,0.5714285714285718,-0.35877864938189763,0.0,0.0,0.0,0.0,0.5714285714285718,0.0,0.5714285714285716,0.0,0.0,0.0,-0.391381158371087,-0.21738631433918731,0.5714285714285716,-0.11578283296841946,0.0,0.0,-0.44229728326739365,0.7431923316759673,0.2857142857142857,0.33333333333333326,1.0,-0.4535489299492392,0.1009896194363816,-0.147889958148745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.15291269046824973,-0.7870793815563504,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.46269608534233825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,credit avec impaye
0.5,0.04035357417371253,1.3333333333333333,0.5714285714285714,-0.1385397196261683,0.5714285714285716,0.5714285714285716,0.0,0.5714285714285714,-0.16951779422777102,0.0,0.0,0.0,0.0,0.5714285714285718,0.0,0.5714285714285716,0.0,0.0,0.0,0.14550626613218864,-0.04382121189148306,0.5714285714285716,0.22325305228782427,0.0,0.0,-0.2960050048848596,-0.09493295910543983,-0.42857142857142855,-0.6666666666666667,0.0,-0.8013155869186379,-0.5351526956470373,-0.2018955325507474,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9113527840641512,0.21292061844364962,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47012893975107195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,credit bien rembourse
1.0,2.1335511145272865,-0.5333333333333333,-0.42857142857142855,2.293983644859813,-0.42857142857142844,-0.42857142857142844,0.0,-0.4285714285714286,2.4239525405418676,0.0,0.0,0.0,0.0,-0.4285714285714281,0.0,-0.42857142857142844,0.0,0.0,0.0,1.5043506066598276,4.231410964003267,-0.42857142857142844,2.42435150480573,0.0,0.0,0.052202966689654,0.4581289211085827,0.0,0.33333333333333326,1.0,0.22303288065451665,-0.40967207634329894,-1.5307424161000287,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.5545882799692627,-1.2909850296788066,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.141646874856187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,credit bien rembourse
0.5,2.1335511145272865,0.7333333333333333,0.5714285714285714,1.0067523364485982,0.5714285714285716,0.5714285714285716,0.0,0.5714285714285714,0.7331172737205219,0.0,0.0,0.0,0.0,0.5714285714285718,0.0,0.5714285714285716,0.0,0.0,0.0,1.4828746185193047,2.255574176459917,0.5714285714285716,1.8402048465506367,0.0,0.0,-0.1107595375305847,-0.04287282805256655,-0.14285714285714285,0.0,0.0,-0.7204168762898302,-0.2871826729122253,0.48564561482960233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4767757019553017,0.3148962863751328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05278189142433494,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,credit avec impaye
0.5,0.4269792467332821,-0.13333333333333333,0.0,0.3134228971962617,0.0,0.0,0.0,-1.9825411154020654e-16,0.3130071569746744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22716986730995045,0.3585189846869735,0.0,0.521913385534568,0.0,0.0,-0.3129330970251703,-0.04177003953937277,-0.5714285714285714,-1.0000000000000002,0.0,-1.1096614313428104,0.2704534187820848,-0.9465914120030027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0322071719533359,-0.007874037377755973,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22558613885129503,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,credit bien rembourse
